NetflixID,Title,Type,ReleaseYear,Synopsis,Runtime,Image,IMDbRating,RT Critic,RT Audience
81194454,She Did That,movie,2019,"Go inside the lives of extraordinary, black female entrepreneurs as they discuss building legacies and pioneering a new future for the next generation.",1h10m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXhEa8hEUwrxVRxiFtn3Acy2BYLHfFwWgcy4MzOrbtCI18aW2AbdsfyE4EmEKpvMZg5wwNgjih3I6dzzTo9ON9yzLQ.jpg?r=e7d,,,
81055398,"Faith, Hope and Love",movie,2019,"After shattering losses, a recent divorc&eacute;e and a heartbroken widower restore their lives when they partner for a dance competition to save her studio.",1h46m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABf7hMQtAwwKMu0Zhwkz29kjZKvrSu33UzuGtoLL-hGQj-fiyW-cuOyQsFxqMMp1jtbhYBdUq9F3v3b_rI-nQ00qzQw.jpg?r=7c7,,80.0,96.0
81176204,Thambi,movie,2019,"As a tip leads a local politician to his long-estranged son, his daughter has doubts about whether the young man is truly family or just an impostor.",2h27m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABWUbofI2PxLWun1-uippW-PUZyml6P0iY9P2wDWNOQnQXVxzTqaZ2Hg-zgtqBydd2YYX_iLtA_MNbb6V0RmwEVquYQ.jpg?r=6fa,7.4,,57.0
81234400,Tempted,series,2018,Love is just a game for a chaebol heir who agrees to a petty bet with his friends to seduce a college student &mdash; until he starts to fall for her.,,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABW3ltqgDI7dNBG1nY62C13lz3QdnNcqduepDO5FPywrEbTS04v3Ektkj9Fh4DTJ9v2KBBnpQSJ3ZcUaOefLf_hDErg.jpg?r=12e,,,
81234382,Extraordinary You,series,2019,A teen seeks to change the fate that's been set for her after gaining awareness that she's just a side character in a made-up world.,,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABYWAPv9aBizmKe51njqexxkP6wnZgyqhDW8-DZbC9vgalDZD0B4pZ0I49-z645Wff0hJ5ys8UfBhCOTfQceE-08Z4g.jpg?r=8c4,8.2,,
70019060,Porco Rosso,movie,1992,"When sky pirates terrorize the Adriatic Sea, this Italian pilot is the only one brave enough to take them on. Only catch: he's half-man, half-pig.",1h33m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUel7A1XRdDUe0mwIy1S4qGhZC2feTaXzD3SFbYcxThtEJMwtJ_jMs8z9lmpR7FW23jQJPBYmnXAMDojKG6McaSS9A.jpg?r=94c,7.8,95.0,87.0
80092922,Only Yesterday,movie,1991,From pineapples to first loves: the now-and-then tale of a 27-year-old woman from Tokyo as she takes a trip out of the city and down memory lane.,1h58m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABa6A1yorRExjH8ieMmuc5EK5t8ZTslAxGVjiKNo6y-2S-AbgOnpDNCXN88iO0ca9A6meM0mSclJL-A1KqPxVpIskJQ.jpg?r=aff,7.7,,
80158668,Ocean Waves,movie,1993,"College student Taku recalls transfer student Rikako's arrival two years ago, and the fateful summer that tested his bond with his friend Yutaka.",1h12m,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABfjSQvLIXf1Z-i18w1ftPoBM6pKtylXvmAbFwn3oc0h3mZfMbiouLvgInflRN8sH-jEpEOtKnQaamedbgz1NQ4_xgw.jpg?r=59b,6.8,,
70142821,Tales from Earthsea,movie,2006,"As their world decays, an Archmage guides a troubled prince with a dark side on a journey to find the source of evil and save the women they love.",1h55m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABefzuaGdEZk3AaO-9oZ3sqvTAkBvuVEFI0Byho-Ixkay3pF-Z7sYD4pK8K5UxdF1IzbVslXG-jBLC9vnvkgDoqfkNQ.jpg?r=166,6.5,43.0,46.0
81043813,Love Jacked,movie,2018,"To assert her independence from her rigid father's expectations, a headstrong woman hires a desperate Los Angeles man to pose as her fianc&eacute; in Africa.",1h33m,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTcnvUUYX_yvyiHx26-RTz7Ucba6zLaHIDM1fJ0S8NrcDRBm-HAkkBB9YqpIYNJLx1ADPcg7H3fj-YR5mBxRYZvZ5Q.jpg?r=6b3,,25.0,92.0
60027106,Kiki's Delivery Service,movie,1989,"In this animated adventure, a young witch moves away from her family to practice her craft, but she finds that making new friends is difficult.",1h43m,https://occ-0-64-58.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABa9HYxGtDILNw25mDOZxDyGYKYXy5KFAMR0P1TtSeLROp_c4TsQvT8hbZa7DQ4o41nOf9w1Jyl2FRanrAxPGhP_kTw.jpg?r=be9,7.9,,
81170445,3 From Hell,movie,2019,"Bloodthirsty backwoods killers break out after ten years in prison, itching to settle scores, and unleash chaos and carnage on anything that moves.",1h55m,https://occ-0-32-34.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdN_AVnyk38DEmBS0wexsuoTzirFKGNO1Hj0HsyJvkWYvvIWlQNYVFFwHFCr_90UAftN7DfhNVl2q7tC5TNDyZ6rmw.jpg?r=6f4,5.6,53.0,62.0
60027393,Castle in the Sky,movie,1986,"In this children's anime adventure, a young miner and a mysterious girl search for a long-lost island that's rumored to hold great riches.",2h4m,https://occ-0-32-34.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABW5vzmZffmZT5Sd8UMnpL2St1cVubAxqm_i_T4tkLhblgG1iif4JCd-KcNRHgjvlBf1b95fs__PmX11l4TSjVp-jGA.jpg?r=bed,8.0,,
81193309,Itaewon Class,series,2020,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABY6OuwtJvYwioj-OP8pqG2i4Uqx1RW_DlHT-O2NiaoyvKm7vSQtLP43qV5ob_cvwx2C5UKkIaDyorI6bA5WrsShxFyglGV_t32P2tR6MRTUALPl3moVIkj-Xj73h4YGujkrMR9we7MoGA2ImBs6LY9x42LzZTqjXu6YTGZk.jpg?r=642,,,
80990663,Uncut Gems,movie,2020,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hopes of staying afloat and alive.",2h15m,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABReI4uEb1tB9_lWLEgofconIUo_xEv7C-UCwKWNI_FSSPOo5cJm1FCl5Lbs3zXDDaByP-M1m-DspstjPHuwl_iqyRlZzmDT01OdtW-RO29zGYIohPQvm23evYl4.jpg?r=3a5,,92.0,52.0
81062369,37 Seconds,movie,2020,"Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.",1h55m,https://occ-0-32-34.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdZwA3S0Vrl7ATmSXeLR2aBL9vBRa4wC5juqbkKGVPtnClwQFYoZv3ZoGJv7dPDKr8OmYcxJidB3L4ycdRpHgvnhm-wYnfFMMLuAENFZmuC3ZGETnF8ggU895Bs.jpg?r=868,,80.0,
81028336,Miss Americana,movie,2020,"In this revealing documentary, Taylor Swift embraces her role as a songwriter and performer &mdash; and as a woman harnessing the full power of her voice.",1h25m,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABYO40aqpIwcBArt8265_U7iVzbxC1-t45mtAwNVNoMQFQwSRE-eHZZm3CQdH1_TfsVUvToC5u0lSMH6IYRVEBgjjQOwrWV126UXOqhscg9CEOcMw7HH1-aJOZRQ.jpg?r=a00,7.7,92.0,93.0
80244780,Luna Nera,series,2020,"In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABZ-eNhO_rZthMMpnawmay1GexE_8DGx8XA2JVhq32CiT78HKOpx5y1X_rMNBpCxVvjeCxM1NQZZWdpSqKLmi7Xx-nQSVpI7wK6XFBz4NisAF5j4-ADSM6uxG2sU.jpg?r=ede,0.0,,
80232926,Ragnarok,series,2020,"In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. It'll take a legend to battle an old evil.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABYS8Bdo7CnW_6mfQO6OCBVTM4MoR8KPAVKUiwBVgGyKhq2CbLBMVFFXthk4_5U607BvehcUqfS0CKfmlWhQy2GhqdByYYQ-sSpryrt6Zk9CONyk7bZjjT1eSlrE.jpg?r=8ac,0.0,,
81229197,Hakkunde,movie,2017,A perpetually unemployed graduate desperately leaves his city for a potential opportunity until a roadblock threatens to derail his chance at a career.,1h32m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABc9tlGA0LgpNZZuJgVdw4AP2DjZvElxON6HuFZztDD_bunSm8mDIE-wezc5ATv4dvRQExdl4dKXQfqiWYv9R1z__fg.jpg?r=fde,7.6,,
81213147,Gang of the Caribbean,movie,2016,"Disillusioned by life in 1970s France, a West Indian expatriate named Jimmy joins a gang of idealistic robbers, but betrayal and violence soon follow.",1h26m,https://occ-0-32-34.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABbcr_Ponvdc_IwRKQHH_JtlTk84tWv6dM74nPzZEoQrMRG-1wUIbe-V7qBILkvXEWejgRUHFxFFt-yeXSzUKumoUSA.jpg?r=32e,,,
81038824,What the Love! with Karan Johar,series,2020,"With help from celebrity guests and a glam squad, filmmaker Karan Johar mentors six singletons through their personal struggles as they look for love.",,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABY1gjv666yHdWGe_yDuZv-EhqfaMHJXx-vPNEmdQkFQidFqJ066PQIb0GrAbtv-KtoCzljKb-CH7OomDnXmzuuT5GGCfmi6iu9bg-SC_Vtz3uJEjGaPOd5B-Ttc.jpg?r=cdc,,,
81001209,THE STRANGER,series,2020,"When a stranger makes a shocking claim about his wife, family man Adam Price becomes entangled in a mystery as he desperately searches for answers.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABS9Cle5A4iHa87Ym3qszvBSFz-XaWifgh7QLNj7zEgHikYfBIXeMD7eeeD3tVOwysvt1Rij6ZiGsS74B6uzFlpuFQgSZCtX05HZ-bV9Z8VVUzKlGYC2q6U1CVvk.jpg?r=6a2,0.0,91.0,90.0
80208530,The Children Act,movie,2017,"Already stressed by her crumbling marriage, a judge must decide whether to order a lifesaving blood transfusion for a teen whose religion forbids it.",1h45m,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABZ6pmpdRUVocUPWNKjolaa8OH5IkvPvjasIuoQL1BaLYAwde6uGKNw_4Qf05qGfzzKarYVeBVAV1Pr-vlKct_kiTUw.jpg?r=e31,6.7,73.0,62.0
81168505,Night on Earth: Shot in the Dark,movie,2020,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",59m,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABSM-2w-NmOBwL71fJMDwOFVXv8Wi0Lo4m_fMTOBAackY7kQywNz8zBdKEDu6zIwuHae3wWgncB52StTnVwpUiDK58NB__UbOuMvEBVNa6cqyCjqGq5yYPTVMeQw.jpg?r=101,,,
81023623,Close Enemies,movie,2018,"After an ambush leaves his partner dead, drug dealer Manuel reluctantly teams up with childhood friend Driss -- now a cop -- to hunt down the culprits.",1h51m,https://occ-0-32-34.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXys_30M0gq9b4grjwVFUS-pEmsvW2j2yLELL64QIJkjwo8eCyXn0NNZ2pgdIN1t16eOU9huZ4GRQe7e9E1BK7qvbPLLJPbRx3uFABnfkNlqr_8vsWA_gDaxQ_4.jpg?r=fd8,6.3,,
80218938,Night on Earth,series,2020,"This nature series' new technology lifts night's veil to reveal the hidden lives of the world's creatures, from lions on the hunt to bats on the wing.",,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABQvq3_6x79hXhm76MlQ8IUs2b2vsrpfkj7UlmuBtGMoqa8vOkc1jxZpvIBGPvOyhrBJUex6WfH6n5rvH--8k5Fti5mRW7rzfziG0yDiZHyRdEFrf30utEa9hdBk.jpg?r=5cc,0.0,,57.0
81026300,Next in Fashion,series,2020,"Talented designers from around the world compete for $250,000 and the chance to become the next big thing in fashion.",,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABfP6T2Ny3kcLJGEInrYsOSykbt3DJ0A6IBNknKPUQy3SKcA69amEGS3f5nROdBYSqEPsdFUEDaJShV7LK5M7DdDaky-G3p5MiUtI6G4GCXd_0VMkhO0JpcgQmgY.jpg?r=575,,80.0,62.0
80220334,Omniscient,series,2020,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdX_DDWQDLu1N0WywToQZ4j95vJjGOOQOb19-JbJoekEiQJXXd7lgOrJ-JSq6eIZ7l37RqNthZdnv2v3L2yMcOZqT57dVeohtLbAvZqI4ePRxIYZxkaKP3Ww6NE.jpg?r=306,0.0,,
81137134,Find Yourself,series,2020,"A determined entrepreneur navigates a love triangle between a young charmer and an older executive, leading her down an unconventional path to love.",,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaqDSgcKQjJ3bEY_DPlZbIszeyz4RFAA2OhChBFoh9XSXiSXhKBitZ8yA-9PX11KopQw4aYbeuoEvW70bgW2_MreXT5Y0NruBljSRC_aWT9M5jrS6XYE0FS825nMq-m_KRsXSPDkYY0.jpg?r=383,,,
80995996,Vir Das: For India,movie,2020,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",1h15m,http://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUv0je1FpfHSOUSzHzQlj_tICmFJ3OSgcbbgkxBUEqFXe6dUpY4JlL-PTyOTluQX1E24WK0xPDf_wsXN1kp3CT9NQghSHbkN3EcWfDfr_Q6lWpiTYY0XEExqhbI.jpg?r=d3d,0.0,,
81078032,Shimla Mirchi,movie,2020,"A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her.",2h0m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABQdbI8BZj6HFpyRfnYoCgvkMWAuOizZtHDG-hI_V-Uu7kA7HHIb8OdIjhd826JF1YV4L_Yd596mWlOMQU_BifPza2g.jpg?r=5c5,,,
81046427,Toys and Pets,movie,2017,A clay 'tea pet' figurine teams up with a robot from the future to seek out a mystic oracle to answer their burning questions.,1h37m,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABf37cWkf3IJftohw-9QdVyEv-aSf6UiJ7luYiu3h9UtM-PDMH3np9dVaPTmqRKkr14AQyMWEdsryajG04vdDc6lE2w.jpg?r=a88,,,
81218363,Sillu Karuppatti,movie,2019,"From first crushes to post-marriage relationships, love and connection are at the heart of the four interwoven stories in this anthology film.",2h13m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABe8rDq5lHsaZ0xjWAq4B4hNfOgrOgQbvCVESQR089ANpSguBg93O5wx-nuE6tO15Zqc2Wa8bm3_vFHDHrbcpe-2aCg.jpg?r=c4b,8.8,,
81220949,The Queen,movie,1968,"From wartime drafts to evening gowns, this candid time capsule documents a 1967 beauty pageant that offers an inside look at competitive drag.",1h6m,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABY4bm2EZBoEt9uYXSDt22wxKhcDcLffYaPZ5rnHr9zHUzaHlZ-fXC1Bg-6AUEcwgJfrbznXOQPKkjiJlEe4V7QwIgw.jpg?r=82e,7.5,,
80990771,Rise of Empires: Ottoman,series,2020,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdmoAvita-F0OazhgDD5GyMb9PFCyo1d0-5XExLEKRC78EZqKwc2eOLs33cf_aNMPSmo_M5vXhpB3b-FhqsKe5u0GS59N8nK-Dw38cC1UNo9c7JO53-b26M7wwk.jpg?r=e7c,,,96.0
80244690,the goop lab with Gwyneth Paltrow,series,2020,"Leading with curiosity, Gwyneth Paltrow and her goop team look at psychedelics, energy work and other challenging wellness topics.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABbWUnpn0Tjk6FYISQiuULXLR_u8Ga7WyayFifNOHteroll0_d92hXFV29WI7NWQfEEmvdS3NHdP9sEZtDqvtZk_aZnYZRy7NyzkBNDSl-CsWaIXRhOWoj0SuBsg.jpg?r=aed,,33.0,27.0
81073424,You Cannot Hide,series,2020,"A nurse and her daughter flee her husband's drug-trafficking past in Mexico and assume new identities in Spain, but still face danger in Madrid.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaRYmmN0LvK7-cL_uJfUi_z_iLxU1aJ9RWFh5H7gkQG7EC5D4GnAQic0R-k729NOLqbtZmLE9n5f7tEO1G2ObmP_Rkchj4n2s51ux-6cAcPesKaJFDXaNuP5L9k.jpg?r=164,,,
81168282,A Sun,movie,2019,A family reckons with the aftermath of their younger son's incarceration and a greater misfortune that follows.,2h36m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcAnJHmlnmTkuzn2O42Uimg_5wi4p9zZSKUftstz7eRMFqA3Tv-xadRhdKloOJLPhMudhaW25BGXdHQc2uEafLJl_S3f-feugcmXlqliiO_5dQkN08ftsvZEjYY.jpg?r=359,8.0,,
81121981,Alex Fern&aacute;ndez: The Best Comedian in the World,movie,2020,Comic Alex Fern&aacute;ndez performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,51m,http://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdsyHu4YvDk1k5L5jmDPCT_XvQCV6y0Ttg_ZBxxBUTMuJtfgqH1LwkTa5cjpOvIN7PY7a0zYkySeY_Unt0W5slhKWnoA9yWnWPM8tl0sjWBNuPwxw_cU8gL6Itw.jpg?r=a35,0.0,,
81146199,Fortune Feimster: Sweet and Salty,movie,2020,"Actor, comedian and writer Fortune Feimster takes the stage and riffs on her southern roots, sexual awakenings, showbiz career and more.",1h1m,http://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABbHhIRSP_b5I7yw6ViptlJ52Yso3sCnsI7CmesnY-n0s_SupuJDibONOKpvsmDrUoj8GqnLf7R4557SfSUwKVb47b5V3kAVITTkoN943RlYUZYSvmmic0cRLeiU.jpg?r=607,,,
80221644,October Faction,series,2020,"The family drama gets downright monstrous as parents Fred and Deloris hunt the supernatural, and twins Viv and Geoff harbor their own strange secrets.",,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABYKRPYS7V_86X_xXfcGn7Io0usYERkCxXNS-ugDjJwlPuYnyEq2QMprBJZhnmwTojDBMX_KapbO5uEvrAQynVr8AZuWhiFfsHAMHloGM9jVW0xQBw75azmScuwo.jpg?r=d72,,,49.0
81026143,Pandemic: How to Prevent an Outbreak,series,2020,"In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXY_g9bibEiDf4tRaWnfFzOW3Z-tkfUPtZHOEENmpagt8IJ2l6dzbapxVfvDJ1qiVCWv_eXByo9n5oAMpMDo59eoMcMiH5Br0RHbyNtr89WbuHNQf1H3wCBBbQ4.jpg?r=fc5,0.0,,50.0
80241234,The Ghost Bride,series,2020,"In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABbXXbY88SSJQXxBOdru4VjcbbizL2MqNXwOcdZ0NwBgWFboAPTlcKGLy9XWmphWRR6i10YtflKvwQfGR1WP0AGJ5BYtUZHcgeHKapIfoVu8rZFoG2DrWg8UuIog.jpg?r=bf8,,,50.0
81056195,Airplane Mode,movie,2020,"When Ana, an influencer, crashes her car while talking on the phone, she's shipped to her grumpy grandfather's farm -- and forced into a digital detox.",1h36m,https://occ-0-64-58.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABbabQOblDDvjFWVLp_o1YSFxieDh7WKgfUBcO4swlVFWSSjgdsVVJhFo-F7Y2MhEM_dFz1PcIBuapHjjOcAqE_nGOhuqbQQWAzL2Rmd0_IyRQnJS5BT2D2a90sw.jpg?r=884,0.0,,
81177366,KD (A) Karuppudurai,movie,2019,"As his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life.",1h56m,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABabVS5Ek-CzPvdX3O5isbgnJvxQjs3loHeyvF1-7kmW2nOdK9nHc_FoXW5OBq0Iv6_rZZlGojBpuRrrHzgv7dOMXiA.jpg?r=906,,,
81226955,WHAT DID JACK DO?,movie,2020,A detective interrogates a monkey who is suspected of murder.,17m,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABYpnd423k_2QG0Cx0o4RUJfoQdOuNhAk2YArSKDMcMQq4wij5dBq9Q3Mq4nCHuTa6CIVQNumPRWUJ9uWtF6lYCCR0LkEdbdcGXAK8mNLIkAolTWtT0R4c3jQKSM.jpg?r=f78,,,
81219446,Die Ontwaking,movie,2015,An inexperienced murder detective joins a desperate search for a deranged serial killer who possesses a deep obsession with young women's skin.,1h29m,https://occ-0-64-58.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVX1iHXUJ61J0EQyk0X1QnnTFHoBm2di5VHT7bgw5goSLr3pl4oOfInkMSWat76q_mop_lg36JaU0SVDyvaVrnyJnQ.jpg?r=f75,6.5,,
81116576,Motichoor Chaknachoor,movie,2019,"Pushing 40 and unemployed, a Dubai returnee desperate for a wife catches the eye of a Bhopal belle, who sees him solely as her ticket out of India.",2h12m,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdKe-QbyNAvL58j-u6JEkadLnii-jfIkCnsEzUzApT0_y5FviBEoSsLxcre6XdF0iGHDzXVJwOA2gsgT86qiPZvKbA.jpg?r=62b,5.8,,
81062580,Nailed It! Germany,series,2020,"Home cooks try -- and inevitably fail -- to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABR9VkUf3NP37tHgPqObsEQFlII2aC9YJ1tGhsPfwhKDdxMabs8LlUxVXuc_VrJYv5aRoznrFLlKoaJxDql5DK0vUC5v2u9QhMOobxDvvNE-40EYDwmjTRVEmXjo.jpg?r=df0,,,
81127902,A Fall from Grace,movie,2020,"When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry.",2h0m,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcmtre0AAcYzzzzCTos9byXI0SsJKxL9FBs595ImC_BstSvLFlsqAgWVRTQNxttWSAZ2fofiGEDYfNmEnJGo1dvl_zRppGc0cfnyRnFgCYmcouxt6ZBZbRVRSWM.jpg?r=1cd,0.0,,
80995039,Ares,series,2020,"Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVfa_18Zv8HHrVm99gEH35rTJ70G6pyU1VLH2z26Aq_BSpha-Pf-BMM-OXZW36OOi6hXJQ3d1T2eurAaF_bauVeIWy96zcclxVTYXAPVqfMVMzTEL90aw_0pEVs.jpg?r=263,0.0,,75.0
81034937,The Curse of La Llorona,movie,2019,"In 1970s Los Angeles, a troubled single mother discovers some folktales are true when a dark entity with sinister intentions pursues her children.",1h33m,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABe4ycLVXTU_9bDFagiMFBoNvsBCR97OZkir8syRAB1OyY_mnLVvJYhFB2Ki1gUhMcn46jPbjQMVorT8i2UxDS4swLw.jpg?r=cf6,5.4,,
80996973,Handsome Siblings,series,2020,"Clashing martial arts twins face relentless villains, thorny romance and brotherly rivalry as their troubled pasts catch up to them.",,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABT4Zm63qRkSa9PNwCHfX-1boGbK6UYGPoYhcUuIaF-3MObaQ8AOl2PMUza4-iXk63yVySy_MmEW5XDNtopLtvDa3vmBAXM9JtHduSG5q2JjuE8b4B8aziBvmiTb0iPdOrFt70JsRw1x281mQI627wN-n8ufJx5cqtLAxstQ.jpg?r=3ff,,,
81093113,NiNoKuni,movie,2019,Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey.,1h46m,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRM1oXcSG2eEoehIqqae1B0S7nJ3FDCp9OqvyM2pRHkCIkkEsJxGp1wkWCbR4mW_Zfw1NTcsV6gaTZ5DEoPYMS7icOK9YA1yov1VAFoqsP5Rg9ClUAYxNliaLCs.jpg?r=ece,,,
